Period,Index,Corr,P Value
1,1-User ID~Mem Requested,0.2501927303177796,4.982822831892753e-270
1,2-User ID~Avg Disk,0.001516472875236296,0.8341297884026693
1,3-Scheduling Class~Mem Requested,-0.03967550130053725,4.231726480198719e-08
1,4-Scheduling Class~CPU Requested,-0.20568252298565223,2.868733268962445e-181
1,5-User ID~Disk Requested,0.1855280274121025,2.841988290743296e-147
1,6-User ID~Std Disk,-0.00884607292490158,0.22187142978816768
1,7-Scheduling Class~Avg CPU,-0.05581634419012043,1.2229634573558373e-14
1,8-Scheduling Class~Std CPU,-0.1373611819309785,5.592614171343514e-81
1,9-Scheduling Class~Std Mem,-0.010350490605054722,0.1529109916342816
1,10-Num Tasks~Avg CPU,0.2101830225147326,2.229225353930034e-189
2,1-User ID~Mem Requested,0.2220227468737341,1.0580281546017377e-246
2,2-User ID~Avg Disk,-0.026280638181385242,8.791321727678491e-05
2,3-Scheduling Class~Mem Requested,-0.13546307545107653,1.1690274780643967e-91
2,4-Scheduling Class~CPU Requested,-0.2585618859240815,0.0
2,5-User ID~Disk Requested,0.18470663678071064,4.632544046172801e-170
2,6-User ID~Std Disk,-0.0236535119230345,0.00041620937668795515
2,7-Scheduling Class~Avg CPU,-0.08643447170519696,3.463893379992003e-38
2,8-Scheduling Class~Std CPU,-0.16545686469420812,2.140605151715173e-136
2,9-Scheduling Class~Std Mem,-0.051095831607014947,2.3758009138600463e-14
2,10-Num Tasks~Avg CPU,0.1594531467362632,1.0754545099404282e-126
3,1-User ID~Mem Requested,0.21538133930344133,1.0579503715460819e-223
3,2-User ID~Avg Disk,-0.07454721197600643,7.716315795295365e-28
3,3-Scheduling Class~Mem Requested,0.011566128577867247,0.09016948034774881
3,4-Scheduling Class~CPU Requested,-0.13641409853234757,1.1331145041352803e-89
3,5-User ID~Disk Requested,0.1349998251277717,7.60926668182061e-88
3,6-User ID~Std Disk,-0.061514396879861245,1.8731055493208e-19
3,7-Scheduling Class~Avg CPU,-0.08558965850338274,3.415294206730053e-36
3,8-Scheduling Class~Std CPU,-0.1650853694121454,5.466776270888486e-131
3,9-Scheduling Class~Std Mem,-0.018180085984871048,0.007730524244809857
3,10-Num Tasks~Avg CPU,0.22447500766539252,2.608988492269872e-243
4,1-User ID~Mem Requested,0.16211349654976662,3.953233268098364e-127
4,2-User ID~Avg Disk,-0.05728853553351627,3.550217410623461e-17
4,3-Scheduling Class~Mem Requested,-0.009438792011660806,0.1653525833097169
4,4-Scheduling Class~CPU Requested,-0.14105922432931367,2.0265659776408968e-96
4,5-User ID~Disk Requested,0.06041749567725627,6.224667059654963e-19
4,6-User ID~Std Disk,-0.05788542491613224,1.6684872257309033e-17
4,7-Scheduling Class~Avg CPU,-0.06144445652384011,1.576656345941798e-19
4,8-Scheduling Class~Std CPU,-0.15220121753268587,4.067481788778804e-112
4,9-Scheduling Class~Std Mem,-0.034725396279970434,3.302929620064683e-07
4,10-Num Tasks~Avg CPU,0.21403163615089763,2.7680821325356593e-222
5,1-User ID~Mem Requested,0.30806342107494145,0.0
5,2-User ID~Avg Disk,-0.07046689170730946,9.08659008334674e-26
5,3-Scheduling Class~Mem Requested,0.012613862848527658,0.06059673977738968
5,4-Scheduling Class~CPU Requested,-0.15401906529874007,1.5238706486436295e-117
5,5-User ID~Disk Requested,0.14420952679009152,3.877037249222086e-103
5,6-User ID~Std Disk,-0.043586533904687266,8.772699198541339e-11
5,7-Scheduling Class~Avg CPU,-0.10141985248596798,1.0990313166487297e-51
5,8-Scheduling Class~Std CPU,-0.17709274232473185,2.356787493043653e-155
5,9-Scheduling Class~Std Mem,-0.0322531459755482,1.5945538044305158e-06
5,10-Num Tasks~Avg CPU,0.2354213043030442,2.412894539090788e-276
6,1-User ID~Mem Requested,0.36132548595969793,0.0
6,2-User ID~Avg Disk,-0.15377918179047392,4.621992827309363e-110
6,3-Scheduling Class~Mem Requested,0.07051470926370144,2.6231570594176415e-24
6,4-Scheduling Class~CPU Requested,-0.12658511306660647,6.550481213200319e-75
6,5-User ID~Disk Requested,0.21654229596407512,7.922279297118122e-219
6,6-User ID~Std Disk,-0.13589125940791244,3.8061359469157645e-86
6,7-Scheduling Class~Avg CPU,-0.04497514584579662,8.960313459456559e-11
6,8-Scheduling Class~Std CPU,-0.11924314753081576,1.2695761104314236e-66
6,9-Scheduling Class~Std Mem,0.049597038515303137,8.64044210592433e-13
6,10-Num Tasks~Avg CPU,0.14950882525350298,4.500328385182309e-104
7,1-User ID~Mem Requested,0.131471045656306,3.230874044844354e-68
7,2-User ID~Avg Disk,0.017143096055532554,0.02344296277345065
7,3-Scheduling Class~Mem Requested,0.05301048123195709,2.351957115563294e-12
7,4-Scheduling Class~CPU Requested,-0.06263456729740419,1.159827440735535e-16
7,5-User ID~Disk Requested,0.08852560533976599,9.566611002332041e-32
7,6-User ID~Std Disk,-0.004028944669956395,0.5943470123582624
7,7-Scheduling Class~Avg CPU,-0.028167235941028112,0.00019618539797573118
7,8-Scheduling Class~Std CPU,-0.11963481865713922,1.0170186992419852e-56
7,9-Scheduling Class~Std Mem,0.025869529474677407,0.0006262077027997648
7,10-Num Tasks~Avg CPU,0.2554352041423073,2.400931553595541e-258
8,1-User ID~Mem Requested,0.20640874883786886,1.292585250524736e-206
8,2-User ID~Avg Disk,0.016706742302184104,0.014045761261076968
8,3-Scheduling Class~Mem Requested,0.006374110143012416,0.3487510740678159
8,4-Scheduling Class~CPU Requested,-0.152392018959144,1.9444473647901617e-112
8,5-User ID~Disk Requested,0.08021979117429959,3.4049797302671014e-32
8,6-User ID~Std Disk,0.021014043646691117,0.002005333520589576
8,7-Scheduling Class~Avg CPU,-0.11624929828392076,6.617579104584658e-66
8,8-Scheduling Class~Std CPU,-0.2022423332892194,2.8708563729620794e-198
8,9-Scheduling Class~Std Mem,-0.04808593411797069,1.5183233539173463e-12
8,10-Num Tasks~Avg CPU,0.2534523578079329,0.0
9,1-User ID~Mem Requested,0.17473074694772586,2.041089897057515e-151
9,2-User ID~Avg Disk,-0.050946093484360924,3.245984000545771e-14
9,3-Scheduling Class~Mem Requested,-0.011249401077238323,0.09403330745530654
9,4-Scheduling Class~CPU Requested,-0.1546260668423555,1.293181990952018e-118
9,5-User ID~Disk Requested,0.058275173746907785,3.9066374104816005e-18
9,6-User ID~Std Disk,-0.03852464208005288,9.670103910215168e-09
9,7-Scheduling Class~Avg CPU,-0.08796498640893664,2.5703765943267e-39
9,8-Scheduling Class~Std CPU,-0.17446065237502537,6.005621522672954e-151
9,9-Scheduling Class~Std Mem,-0.022688036980306334,0.0007315159019770804
9,10-Num Tasks~Avg CPU,0.22248904970863534,1.343175744214037e-246
10,1-User ID~Mem Requested,0.03077332287769699,2.3153954301975904e-06
10,2-User ID~Avg Disk,-0.026130446009327072,6.051511172121186e-05
10,3-Scheduling Class~Mem Requested,-0.05663799807509621,3.350220906929749e-18
10,4-Scheduling Class~CPU Requested,-0.18032981673497256,2.429788175165159e-171
10,5-User ID~Disk Requested,-0.057062600255109494,1.8802081053095926e-18
10,6-User ID~Std Disk,-0.024551544367986608,0.0001643168682790057
10,7-Scheduling Class~Avg CPU,-0.10134852442730675,8.045235611636172e-55
10,8-Scheduling Class~Std CPU,-0.1777586038678386,1.8052939995660946e-166
10,9-Scheduling Class~Std Mem,-0.035897835871103484,3.571319030964968e-08
10,10-Num Tasks~Avg CPU,0.24160507609147155,5.3753823313143e-310
11,1-User ID~Mem Requested,0.09216044735550073,4.967884887075189e-47
11,2-User ID~Avg Disk,0.00505841714766599,0.4301993526178399
11,3-Scheduling Class~Mem Requested,-0.10192411487978771,3.548270606526259e-57
11,4-Scheduling Class~CPU Requested,-0.2111333628947858,3.6474322033856163e-243
11,5-User ID~Disk Requested,0.0030059661907980376,0.6392320523516271
11,6-User ID~Std Disk,0.016224681339873506,0.01139459882512005
11,7-Scheduling Class~Avg CPU,-0.14751241643888724,2.2702155885302945e-118
11,8-Scheduling Class~Std CPU,-0.21984949118351396,5.492451701648344e-264
11,9-Scheduling Class~Std Mem,-0.07112104911727883,1.1837101929212034e-28
11,10-Num Tasks~Avg CPU,0.2541154062878366,0.0
12,1-User ID~Mem Requested,0.26990511187116645,0.0
12,2-User ID~Avg Disk,-0.062469003671836026,4.6207046255246735e-21
12,3-Scheduling Class~Mem Requested,-0.0005234429642529152,0.9371644733779954
12,4-Scheduling Class~CPU Requested,-0.1724825532638589,5.326925253434216e-151
12,5-User ID~Disk Requested,0.11515477437078485,8.101959120829556e-68
12,6-User ID~Std Disk,-0.029949924859333964,6.431511360083483e-06
12,7-Scheduling Class~Avg CPU,-0.12334167867351091,1.3263854070325571e-77
12,8-Scheduling Class~Std CPU,-0.19919621513707675,9.98986119246355e-202
12,9-Scheduling Class~Std Mem,-0.023511507641170833,0.00039787454152394043
12,10-Num Tasks~Avg CPU,0.23727657610129957,8.450942025470947e-288
13,1-User ID~Mem Requested,0.2781339768961679,0.0
13,2-User ID~Avg Disk,-0.10485084699890562,5.098474442160314e-47
13,3-Scheduling Class~Mem Requested,0.06162208672709774,2.954658565687945e-17
13,4-Scheduling Class~CPU Requested,-0.11629314925572255,1.6839035425738013e-57
13,5-User ID~Disk Requested,0.13013485138805472,1.1665348592511692e-71
13,6-User ID~Std Disk,-0.10160856956940308,3.001875160060957e-44
13,7-Scheduling Class~Avg CPU,-0.0767758606213666,6.186917912752865e-26
13,8-Scheduling Class~Std CPU,-0.15715360820995056,4.905060439752565e-104
13,9-Scheduling Class~Std Mem,0.008104887950690991,0.26694024387118276
13,10-Num Tasks~Avg CPU,0.19501888225516548,3.246006824783766e-160
14,1-User ID~Mem Requested,0.12627772890979214,2.7403810061436404e-55
14,2-User ID~Avg Disk,0.016628100688420366,0.03994978305439165
14,3-Scheduling Class~Mem Requested,0.09206472962447916,4.3138984277401724e-30
14,4-Scheduling Class~CPU Requested,-0.02333695808935785,0.00393549540571706
14,5-User ID~Disk Requested,0.012651471428279047,0.11806628977034432
14,6-User ID~Std Disk,-0.0056294021255424796,0.4867892023727126
14,7-Scheduling Class~Avg CPU,-0.010949263518684091,0.176170586537255
14,8-Scheduling Class~Std CPU,-0.11166547518175592,1.5093938018582186e-43
14,9-Scheduling Class~Std Mem,0.055115734447961306,9.50451424439998e-12
14,10-Num Tasks~Avg CPU,0.23584591768057203,6.067016284325918e-192
15,1-User ID~Mem Requested,0.1723523081851625,6.822582371569836e-129
15,2-User ID~Avg Disk,-0.027317662705375206,0.00014448065632262277
15,3-Scheduling Class~Mem Requested,-0.0012198382816323173,0.8652701096603108
15,4-Scheduling Class~CPU Requested,-0.12856340297689176,4.256442151593751e-72
15,5-User ID~Disk Requested,0.05739970310891552,1.3449072500710522e-15
15,6-User ID~Std Disk,-0.02190988900752787,0.0023048536164212595
15,7-Scheduling Class~Avg CPU,-0.07662077102878444,1.3615120679099217e-26
15,8-Scheduling Class~Std CPU,-0.16039831253554396,1.128100237963929e-111
15,9-Scheduling Class~Std Mem,0.004642296285759661,0.5184682554822334
15,10-Num Tasks~Avg CPU,0.24862320700714016,2.005058324956371e-270
16,1-User ID~Mem Requested,0.32391455094564814,0.0
16,2-User ID~Avg Disk,-0.15585394469052385,3.695778487904909e-133
16,3-Scheduling Class~Mem Requested,-0.026614132183108,3.0671660313107013e-05
16,4-Scheduling Class~CPU Requested,-0.21606417438191525,6.120081176533973e-257
16,5-User ID~Disk Requested,0.0771283625789173,1.1080124560449885e-33
16,6-User ID~Std Disk,-0.13471890555096333,1.1034039887609524e-99
16,7-Scheduling Class~Avg CPU,-0.13185878005866872,1.5330531769108016e-95
16,8-Scheduling Class~Std CPU,-0.21739616435985432,3.614349827239678e-260
16,9-Scheduling Class~Std Mem,-0.06450907430317367,4.865904985778431e-24
16,10-Num Tasks~Avg CPU,0.2478821833354005,0.0
17,1-User ID~Mem Requested,0.1700047021348049,1.0495392372362733e-150
17,2-User ID~Avg Disk,-0.1576779161285939,1.1660560046222984e-129
17,3-Scheduling Class~Mem Requested,-0.016303425040222776,0.012794353333893869
17,4-Scheduling Class~CPU Requested,-0.1687812348262099,1.5290700649970062e-148
17,5-User ID~Disk Requested,0.04584427442068476,2.498534150511981e-12
17,6-User ID~Std Disk,-0.13183412635253983,6.895739432602478e-91
17,7-Scheduling Class~Avg CPU,-0.12160338359318165,1.6367983834288115e-77
17,8-Scheduling Class~Std CPU,-0.22267016045040466,8.555922370175795e-260
17,9-Scheduling Class~Std Mem,-0.0772216138236075,3.542136126061776e-32
17,10-Num Tasks~Avg CPU,0.2726798527955351,0.0
18,1-User ID~Mem Requested,0.24502765664501547,0.0
18,2-User ID~Avg Disk,-0.2897825888797929,0.0
18,3-Scheduling Class~Mem Requested,-0.30684897955650686,0.0
18,4-Scheduling Class~CPU Requested,-0.44265456305143747,0.0
18,5-User ID~Disk Requested,0.09264470738766858,6.092665925910371e-84
18,6-User ID~Std Disk,-0.2457757485267291,0.0
18,7-Scheduling Class~Avg CPU,-0.39046084675191817,0.0
18,8-Scheduling Class~Std CPU,-0.4507690657217357,0.0
18,9-Scheduling Class~Std Mem,-0.2798430209575349,0.0
18,10-Num Tasks~Avg CPU,0.4411073270158531,0.0
19,1-User ID~Mem Requested,0.24846022571140683,0.0
19,2-User ID~Avg Disk,-0.17478764138354277,7.238885767296398e-174
19,3-Scheduling Class~Mem Requested,-0.011472324245629242,0.06711373155573648
19,4-Scheduling Class~CPU Requested,-0.1875451049474521,2.4883095608866297e-200
19,5-User ID~Disk Requested,0.08980805829032219,9.043140824246338e-47
19,6-User ID~Std Disk,-0.14385685421452246,7.696078258761012e-118
19,7-Scheduling Class~Avg CPU,-0.1277254652524969,4.204977940702178e-93
19,8-Scheduling Class~Std CPU,-0.22328606275589644,3.2016011695295042e-285
19,9-Scheduling Class~Std Mem,-0.08288906376955468,4.4552480144422364e-40
19,10-Num Tasks~Avg CPU,0.26246237851320736,0.0
20,1-User ID~Mem Requested,0.14049549560727667,4.9307715456549844e-95
20,2-User ID~Avg Disk,-0.19759336164162697,7.412064193824418e-188
20,3-Scheduling Class~Mem Requested,0.043722310752441325,1.4775671648758219e-10
20,4-Scheduling Class~CPU Requested,-0.12076866202828845,1.5579805714324218e-70
20,5-User ID~Disk Requested,0.03468778148068386,3.7205407810828466e-07
20,6-User ID~Std Disk,-0.17646093090696446,1.2325929126863854e-149
20,7-Scheduling Class~Avg CPU,-0.07406122238388871,1.716704502446961e-27
20,8-Scheduling Class~Std CPU,-0.16031581500247213,1.61754220992695e-123
20,9-Scheduling Class~Std Mem,-0.009733299181960637,0.1539248395308389
20,10-Num Tasks~Avg CPU,0.24643496512260485,2.5818155907353617e-294
21,1-User ID~Mem Requested,-0.04509125970401317,1.0661155802234893e-09
21,2-User ID~Avg Disk,-0.1436289973291774,7.555497772712179e-85
21,3-Scheduling Class~Mem Requested,0.10226300770990708,1.0804148456707739e-43
21,4-Scheduling Class~CPU Requested,-0.03255544017339584,1.070219576613069e-05
21,5-User ID~Disk Requested,-0.07261329956230286,8.371675239135391e-23
21,6-User ID~Std Disk,-0.12606447565568515,1.218165262558532e-65
21,7-Scheduling Class~Avg CPU,-0.02483599181197603,0.0007845109105978494
21,8-Scheduling Class~Std CPU,-0.13219603595051294,4.714931141111162e-72
21,9-Scheduling Class~Std Mem,0.012816345805805889,0.08313689158872781
21,10-Num Tasks~Avg CPU,0.281044254073235,0.0
22,1-User ID~Mem Requested,0.040980706415881286,3.110559516349506e-09
22,2-User ID~Avg Disk,-0.14191391640522705,1.9716519250929398e-94
22,3-Scheduling Class~Mem Requested,0.043657664301122265,2.7351730458992277e-10
22,4-Scheduling Class~CPU Requested,-0.09334285816996701,1.1775866666170125e-41
22,5-User ID~Disk Requested,-0.024710459823810448,0.00035415294734887154
22,6-User ID~Std Disk,-0.1300224281640127,1.901343781172703e-79
22,7-Scheduling Class~Avg CPU,-0.06206891552150539,2.7121500850681417e-19
22,8-Scheduling Class~Std CPU,-0.16627060333729943,2.190981399943361e-129
22,9-Scheduling Class~Std Mem,-0.02793512707888072,5.3815979267773885e-05
22,10-Num Tasks~Avg CPU,0.24999807459113088,3.752609176366328e-295
23,1-User ID~Mem Requested,0.13663653963811737,2.728031155183651e-101
23,2-User ID~Avg Disk,-0.20635851783227202,3.0037814588324404e-231
23,3-Scheduling Class~Mem Requested,-0.06990897435597104,1.2295272720620623e-27
23,4-Scheduling Class~CPU Requested,-0.2099769572901287,1.5361751358012895e-239
23,5-User ID~Disk Requested,0.04069236614568975,2.356931257817831e-10
23,6-User ID~Std Disk,-0.1861089344661548,1.0175594727488266e-187
23,7-Scheduling Class~Avg CPU,-0.15347585162746163,1.3574017187484703e-127
23,8-Scheduling Class~Std CPU,-0.23687867253488978,3.646382366500949e-306
23,9-Scheduling Class~Std Mem,-0.06824313403790737,2.072365947642366e-26
23,10-Num Tasks~Avg CPU,0.3246952800617437,0.0
24,1-User ID~Mem Requested,0.16716034143057618,5.989829385884154e-153
24,2-User ID~Avg Disk,-0.21115089952241178,7.010631254689792e-245
24,3-Scheduling Class~Mem Requested,-0.06300787097974368,5.628566395599798e-23
24,4-Scheduling Class~CPU Requested,-0.21560655329298184,1.74882393359437e-255
24,5-User ID~Disk Requested,0.056954061750237116,4.668415543604571e-19
24,6-User ID~Std Disk,-0.1825969979717398,1.320382061142024e-182
24,7-Scheduling Class~Avg CPU,-0.17366226756926584,4.20942894719661e-165
24,8-Scheduling Class~Std CPU,-0.26656018930841385,0.0
24,9-Scheduling Class~Std Mem,-0.0991763344045539,1.3981409809721657e-54
24,10-Num Tasks~Avg CPU,0.37589806600897946,0.0
25,1-User ID~Mem Requested,0.23216528163855646,3.628201490879543e-243
25,2-User ID~Avg Disk,-0.08482720866476462,2.700020669344135e-33
25,3-Scheduling Class~Mem Requested,0.041997425317196996,2.7771470552695743e-09
25,4-Scheduling Class~CPU Requested,-0.10661507600930707,1.0810895076053735e-51
25,5-User ID~Disk Requested,0.08586507848440263,4.472083930248895e-34
25,6-User ID~Std Disk,-0.07754799653461662,4.377497409668763e-28
25,7-Scheduling Class~Avg CPU,-0.06979985439678242,4.7366949826784295e-23
25,8-Scheduling Class~Std CPU,-0.16007506830191812,5.267125620004972e-115
25,9-Scheduling Class~Std Mem,0.026871222661933467,0.00014334534966886249
25,10-Num Tasks~Avg CPU,0.2915356819855361,0.0
26,1-User ID~Mem Requested,0.35779226119026597,0.0
26,2-User ID~Avg Disk,-0.1617452655480792,2.579288571280591e-152
26,3-Scheduling Class~Mem Requested,-0.05902770028445431,1.4427065355922776e-21
26,4-Scheduling Class~CPU Requested,-0.22489924379579843,3.261867468874515e-296
26,5-User ID~Disk Requested,0.18894359968313562,4.212443358501505e-208
26,6-User ID~Std Disk,-0.14059243510571473,3.366565141678012e-115
26,7-Scheduling Class~Avg CPU,-0.12661495893106964,1.2621838309785414e-93
26,8-Scheduling Class~Std CPU,-0.20981864293940222,3.1548464352722532e-257
26,9-Scheduling Class~Std Mem,-0.041822154210549675,1.422626449239031e-11
26,10-Num Tasks~Avg CPU,0.2859078691502866,0.0
27,1-User ID~Mem Requested,0.2876948912751766,0.0
27,2-User ID~Avg Disk,-0.1306661250476002,5.941718587010631e-82
27,3-Scheduling Class~Mem Requested,0.013656165760238951,0.04598262074599
27,4-Scheduling Class~CPU Requested,-0.13309096082467056,5.598926924838766e-85
27,5-User ID~Disk Requested,0.12864630819850897,1.7807780110116802e-79
27,6-User ID~Std Disk,-0.122122136118093,9.548745770383286e-72
27,7-Scheduling Class~Avg CPU,-0.062491595820014345,6.227864996507554e-20
27,8-Scheduling Class~Std CPU,-0.14801942770719392,7.103013473933376e-105
27,9-Scheduling Class~Std Mem,0.021694903646421064,0.0015219489765406088
27,10-Num Tasks~Avg CPU,0.2966292889230822,0.0
28,1-User ID~Mem Requested,0.1721112339750073,4.417119055075115e-138
28,2-User ID~Avg Disk,-0.09293031776812107,3.833742206097273e-41
28,3-Scheduling Class~Mem Requested,-0.06703330875551311,3.6642793564371863e-22
28,4-Scheduling Class~CPU Requested,-0.1600243399108876,2.1378560041338808e-119
28,5-User ID~Disk Requested,0.08148374962772618,5.366922328173627e-32
28,6-User ID~Std Disk,-0.07756343153126258,3.854095251643261e-29
28,7-Scheduling Class~Avg CPU,-0.11696859498427274,2.693360847124436e-64
28,8-Scheduling Class~Std CPU,-0.19969575843050416,3.741271095701246e-186
28,9-Scheduling Class~Std Mem,0.0313807069330038,5.965399032015373e-06
28,10-Num Tasks~Avg CPU,0.39296449246310466,0.0
