Test Name,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Oracle P,Oracle R,Oracle A,Oracle F,Oracle AUC,Oracle MCC,Oracle B,Importance0,Importance1,Importance2,Importance3,Importance4,Importance5,Importance6,Importance7,Importance8,Importance9,Importance10,Importance11,Importance12,Importance13,Importance14,Importance15,Importance16,Importance17,Importance18
Time-based 50%/50%,0.11408083441981746,0.47770700636942676,0.997355986238167,0.18417821434835993,0.9215731876309777,0.23254486152857218,0.003031965738709621,0.13280865715691098,0.5418060200668896,0.9983019417100419,0.2133263102449302,0.8866673723923075,0.2676777996094349,0.0021692590573571813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.11587693689647428,0.4695177434030937,0.997430457492263,0.18587896253602307,0.9148976480055662,0.23236072966819074,0.0029184903475671675,0.13564444444444446,0.5103678929765886,0.9984099534526237,0.21432584269662922,0.883228641624694,0.26255467996466303,0.002083261583869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.09641556450067089,0.45768880800727935,0.9969813560362647,0.15927802406586447,0.9157010660325285,0.20908171581225457,0.003153408078547785,0.08119885216282283,0.5110367892976588,0.9973349523725064,0.14013206162876007,0.8930871208118001,0.20295327677863317,0.002690676739212339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.10039333208466004,0.48771610555050043,0.9969495209963458,0.16651133892513204,0.9146725456687579,0.22030311571510008,0.0033021653900927894,0.09843205574912892,0.5290969899665552,0.997740564890044,0.1659846815654181,0.8949852931402951,0.2275337548291514,0.0024900751857763154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.08914798206278027,0.45222929936305734,0.9967710173796579,0.14893617021276595,0.9143302062355768,0.19975874153136972,0.0036434426239828578,0.06258590671675983,0.4568561872909699,0.9968614061537132,0.1100902643455835,0.884873296149217,0.1682426695142186,0.0034342048349107553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.12244897959183673,0.4913557779799818,0.9974821894321311,0.19604283899074243,0.918361001283074,0.24441894129044164,0.0031945049248210886,0.12426219322771047,0.5351170568561873,0.9981998990374449,0.20168914660279844,0.8840207441264221,0.25727419223826037,0.002333239939201649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.12624277456647398,0.4968152866242038,0.9975373322691334,0.20132743362831862,0.9214707395525696,0.24958379737895572,0.0031027027632172656,0.13657561625582945,0.5484949832775919,0.9983346294742443,0.218695826110148,0.8854312666499872,0.27313838459363016,0.002160237537386734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.09612546125461255,0.4740673339399454,0.9968864193993637,0.1598404663291916,0.9110767226969525,0.21247760156498638,0.003364942976431757,0.09286165508528112,0.4916387959866221,0.9977431230628947,0.15621679064824656,0.8839665208074969,0.2129760356320353,0.002578701576310337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.08369384359400998,0.45768880800727935,0.9965305491316993,0.141510761007174,0.9155436394013436,0.1946510159622505,0.0034379564449047145,0.06938775510204082,0.534448160535117,0.9967562368254098,0.12282859338970023,0.8805328693776258,0.19174786715422537,0.003057994745920753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 50%/50%,0.11488783140720599,0.46132848043676067,0.9974429641150883,0.18396226415094338,0.9118645452910411,0.22932698114491448,0.0032157620049229753,0.1354184567795154,0.5270903010033445,0.9983690226870138,0.21547716707683898,0.886402766932715,0.26660497184857634,0.0021993400626824262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.06570376663834608,0.540162980209546,0.9950307478251972,0.11715692463072845,0.9169689116024031,0.18716687525267497,0.004895514810827138,0.05614391411576962,0.5177257525083612,0.9960965124713769,0.10130227079379622,0.899045280609772,0.16956902142248895,0.0038731963894217923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.07172044525855996,0.5925494761350407,0.9950698310326352,0.12795374560080444,0.9220534609286657,0.20497561112267434,0.0036314026233060987,0.10210069240699449,0.5819397993311036,0.997647617943138,0.1737220447284345,0.9015179977647014,0.24308655828287484,0.0024479997370394227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.08429191023948708,0.5203725261932479,0.9962565393312082,0.14508276533592987,0.9238013805564463,0.20837524039005606,0.003956287103974011,0.07047387606318348,0.5431438127090301,0.9967616374125389,0.12475992932319276,0.894900494315675,0.19482716089285737,0.003265983166077846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.1454788121454788,0.5075669383003493,0.9978795583455439,0.22614107883817428,0.9006446666799466,0.2709667484021895,0.002697957264893794,0.18889925373134328,0.5418060200668896,0.9988167029358729,0.28013141967836763,0.9002670315737665,0.31945970130503865,0.001743426089307407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.09701037217815742,0.5552968568102444,0.9965734686133421,0.1651662049861496,0.9126811103385761,0.23111228442429493,0.0035857515116425828,0.09189541065422589,0.5665551839464883,0.9974367108036756,0.15814040328603435,0.9039385236971995,0.227466288530028,0.002712415727913451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.08527633851468049,0.459837019790454,0.9966594516697057,0.14387179020214896,0.9231743722807899,0.19699032089194846,0.0035424031695219017,0.07715538236726742,0.5297658862876254,0.9971075592302288,0.1346938775510204,0.8942329004498619,0.20139717598244883,0.0029187896889564064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.07274684712396186,0.5506402793946449,0.9954414768051822,0.1285151473984513,0.9219712239031075,0.19898475583749592,0.004541729621220793,0.06352812157292809,0.5424749163879599,0.9964074725934415,0.11373676460276277,0.9015210538506628,0.18477352629366856,0.003387526576513662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.09639056958063844,0.5378346915017462,0.9966402653678724,0.1634819532908705,0.9195117959038768,0.2267024081182019,0.003576484679043507,0.12179393228784992,0.5558528428093645,0.9981080890562503,0.19980764606876653,0.8983724153903595,0.25959042301553636,0.0022704221472828762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.11211832061068702,0.5471478463329453,0.99707870789495,0.18610176202732132,0.9192649081024418,0.24677442138329428,0.0031082554988593296,0.11805555555555555,0.545819397993311,0.9980742643263364,0.19412394433210417,0.9008214718929599,0.2532333922697505,0.0022163649289789825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 60%/40%,0.09545454545454546,0.5622817229336438,0.9964803795192624,0.16320324379118095,0.9206007771891426,0.2306768156071636,0.0036735772979935868,0.10553278688524591,0.551170568561873,0.9978241318698311,0.17714715683112975,0.8932831565433318,0.24052443274522356,0.0024828529022346397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.07999177462471725,0.572901325478645,0.9954862469811198,0.14038253338145074,0.9126822729001601,0.2129110598934449,0.004274108770351295,0.11484217595701814,0.5719063545150501,0.9979449344766661,0.1912751677852349,0.8977494871329209,0.25565571562625244,0.0022684858470020477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.07011747430249633,0.5625920471281296,0.9949187117043965,0.12469397747674228,0.9155662967490347,0.19736510572855254,0.004606391134337983,0.09259666080843586,0.5638795986622074,0.9974665561535995,0.15907161052929522,0.8972336295423459,0.22779708451541258,0.002590824810995989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.07917570498915401,0.5375552282768777,0.9956804785866761,0.13802231045566268,0.9141750434711976,0.20514199563574534,0.004328370963531811,0.09645808736717827,0.5464882943143813,0.9976319846646065,0.1639739086803813,0.9064605097054368,0.22890642316372609,0.002577798596191588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.05825242718446602,0.5478645066273933,0.9940110342501381,0.10530785562632697,0.9201631011558299,0.17726712908218736,0.005126775501593741,0.06045035514583648,0.5351170568561873,0.9962681942937965,0.10862923484282706,0.9022578599701089,0.1789661111360969,0.003355999133643058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.08000858000858001,0.5493372606774669,0.9956463696217979,0.13967421831117768,0.9119035463874297,0.20848876215565626,0.004073742994202025,0.0939165186500888,0.565886287625418,0.99749554877924,0.1610968294772922,0.9069023532193816,0.229834427073639,0.002572880404847021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.0742218675179569,0.5478645066273933,0.995312859742989,0.13073273589878753,0.9190992807683039,0.20044496406614892,0.004599037697991589,0.05610681453378082,0.51438127090301,0.9961164093713262,0.10117755410828234,0.9002282041414331,0.16896179670735215,0.003709590761646456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.07237871674491393,0.5449189985272459,0.9952143227333409,0.12778449317907098,0.9247295160003136,0.19737312007914362,0.0042593358253740395,0.1062295081967213,0.5418060200668896,0.9978681892911474,0.17763157894736842,0.9032928151692001,0.23925839230084664,0.0023142107733446883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.06172839506172839,0.5375552282768777,0.994445923552335,0.11074029126213593,0.9180537622571363,0.18082720960711465,0.004928930910844806,0.056959152798789714,0.5036789297658862,0.9962454549795687,0.10234454638124364,0.889582158839114,0.16846755490571372,0.003568486133781391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.082039911308204,0.5449189985272459,0.9957847004238038,0.14260936596646753,0.9178508847534051,0.210295100528402,0.003966221677753841,0.10457764289327263,0.5531772575250836,0.9977974131756134,0.17590130809316176,0.9071453555160235,0.23986352860862506,0.002385259935367338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 70%/30%,0.06658177187556849,0.5390279823269514,0.9948419665334206,0.11852331606217617,0.9239174858672164,0.188165629467436,0.0047430224071979155,0.05564296953225576,0.5204013377926422,0.9960430750829417,0.10053627964075726,0.8998076843736047,0.16923958982916673,0.0035244568183265047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.08338678640153944,0.5689277899343544,0.9956582109555204,0.14545454545454545,0.9403274306175013,0.21666399197223357,0.0043865972911178944,0.09618980832164563,0.5505016722408027,0.9976109507989458,0.16376479952243558,0.8996931713090659,0.22942568459035195,0.0025781836352268632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.08202764976958525,0.5842450765864332,0.9954834024277067,0.14385775862068967,0.9403720830478568,0.21775753564204858,0.0041301408087237946,0.12097717963721474,0.5531772575250836,0.9981021199862654,0.19853558996519025,0.892111027365209,0.25808950731463515,0.0021830348055268327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.06832943621719927,0.5754923413566739,0.9946278354866996,0.12215513237343242,0.9299180058894903,0.1970189659818442,0.00494094706774266,0.06336570609775513,0.5324414715719064,0.9964569306018869,0.11325318346731164,0.8822131129333162,0.18281416922545823,0.003353548237839046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.06935182715390771,0.5689277899343544,0.9947614289957606,0.12363290537327626,0.9315687936988322,0.19736597213100993,0.004999818576947427,0.09651504865354152,0.5705685618729097,0.9975478492019638,0.16510210006774412,0.8846304571468925,0.23397721342188488,0.002702754318687753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.06523297491039426,0.5973741794310722,0.9941787339030481,0.11762171477811288,0.9455366583258826,0.19608644371351824,0.005222510213262243,0.06228453229142726,0.5438127090301004,0.9963270322693608,0.11176794061039319,0.8943702776670742,0.1831644020348042,0.003441256523313057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.0798780487804878,0.5733041575492341,0.9954336601636947,0.14021942734814022,0.9355692316654537,0.2128218727557428,0.004260283808586848,0.06803212126680502,0.5043478260869565,0.9968534473937335,0.1198918747018604,0.898954646937766,0.18440739605006098,0.0029770048430469006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.06159925615992562,0.5798687089715536,0.9939897132998023,0.11136793444000842,0.9426975009607166,0.1876384927892142,0.005239401981890694,0.07440359796636684,0.5090301003344482,0.9971004531945326,0.12983024822997524,0.8854675633532664,0.19382318031656887,0.0028565519574167064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.06560975609756098,0.5886214442013129,0.9942881668838746,0.11806012727671715,0.9343420895849925,0.1952053425036683,0.0052423161619360725,0.0690893169877408,0.5277591973244147,0.9967775549324983,0.1221835075493612,0.8870976688010996,0.19012632010116046,0.0030969870283853195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.06507537688442211,0.5667396061269147,0.9944302876381946,0.11674554879423034,0.9476587270357318,0.19072897305371248,0.004936965350209471,0.08589968070862086,0.5578595317725753,0.9972894737440509,0.14887540164227062,0.8922439225005397,0.2181709011643424,0.0028559010737715484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 80%/20%,0.06492855352218602,0.5667396061269147,0.9944174967703059,0.11650922177237966,0.9272495587270015,0.1905105720063552,0.004800032952801775,0.06282082620386213,0.5157190635451505,0.9965248643031424,0.11199883788495062,0.894254839711891,0.17912733202212053,0.003279482673878513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.054608999563128,0.6510416666666666,0.993658580954709,0.1007658202337767,0.9465608516863753,0.18733134900771645,0.006547820565500896,0.058111031002162944,0.5391304347826087,0.99609082764282,0.10491376505043931,0.875750808512059,0.1760916698204859,0.0035763704425184734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.059694364851957976,0.6510416666666666,0.9942128511088245,0.10936132983377077,0.9452590571930465,0.1959734408534963,0.005435059637748909,0.07464629806440413,0.5752508361204013,0.99678920883104,0.13214505224339274,0.8875294685257188,0.20642293384561006,0.0030147343304362537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.06458557588805167,0.625,0.9948552360053892,0.11707317073170732,0.9430532897661884,0.19979784827512587,0.005112938657620396,0.09530926649804553,0.5545150501672241,0.9975739994133257,0.16266064946531933,0.8903082816870039,0.22919935940817057,0.0025372331160062114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.05957230142566192,0.609375,0.9945368859681536,0.10853432282003711,0.9465456246338398,0.18936588801000015,0.005994582717624866,0.060358641739793974,0.5290969899665552,0.9962997450922875,0.10835616438356165,0.8695251313468588,0.17781634798129844,0.003496848307706289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.0743362831858407,0.65625,0.9953526579385699,0.13354531001589823,0.9421709353960598,0.2198377067686311,0.005317450417057416,0.1066303809995052,0.5765886287625418,0.9977672835842617,0.17997703309322477,0.8903315324392117,0.2473040051832857,0.0024717714336801797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.05761676123963335,0.6875,0.99369268988727,0.1063229963753524,0.9326100053822003,0.19784030372107025,0.006143164144338191,0.08130978660779985,0.591304347826087,0.9969873251062494,0.142961106169645,0.8836995708333368,0.2185071559202884,0.0029520990991342244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.0665907797381901,0.609375,0.9951252650548301,0.12006157003591586,0.9458784930977016,0.20034622674737093,0.004967022477486984,0.10887620036335323,0.5612040133779265,0.9978616517383069,0.18237148136072168,0.8912102338072289,0.24654542807572644,0.0024091297455887343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.05933952528379773,0.5989583333333334,0.9945994190111821,0.10798122065727701,0.9415195419370802,0.1873594892424354,0.005511822017376114,0.059898400181969826,0.5284280936454849,0.9962753003294926,0.10760010896213566,0.8817177546284978,0.1770175869576035,0.0036613920283116758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.054464285714285715,0.6354166666666666,0.9937808046297191,0.10032894736842105,0.9414266539541516,0.1848064297313881,0.006179892392854655,0.08455412447153672,0.5752508361204013,0.9971729347586336,0.14743699639979427,0.8803658809185994,0.21980060601287987,0.0028971028933845355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Time-based 90%/10%,0.05565449688334818,0.6510416666666666,0.9937808046297191,0.1025430680885972,0.9283507040230702,0.18914031848246352,0.006037437386913415,0.08213980840368017,0.5792642140468227,0.9970706078446087,0.14387772055158665,0.8862384721166426,0.2173734992095253,0.002853321729479033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random 90%/10%,0.11247165532879819,0.7126436781609196,0.9941531604768429,0.19428123775949863,0.9504343907041318,0.2816446564272026,0.005083406077811272,0.07191780821917808,0.5899665551839465,0.996590524072975,0.12820699178719386,0.8849135183832153,0.2051675952427625,0.0031229097125952884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random 90%/10%,0.11837121212121213,0.7062146892655368,0.9944118198820968,0.20275750202757503,0.9448561143330759,0.28768023919226127,0.005115113692302816,0.08451690338067613,0.5652173913043478,0.9972135812828157,0.14704602801705383,0.8827027774306282,0.21782149246955976,0.0027810650633721384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random 90%/10%,0.1228235294117647,0.7073170731707317,0.9943947654158163,0.2093023255813954,0.9432527828102335,0.29326938455415286,0.0051905276514211595,0.08006535947712418,0.557190635451505,0.9970913574688415,0.1400117656945962,0.8788770549181111,0.21044979795718258,0.002899851575623541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random 90%/10%,0.12119794103883949,0.7214484679665738,0.9943777109495359,0.20753205128205127,0.9552927584883993,0.29425440897654,0.005131218476285709,0.06849664315458485,0.5391304347826087,0.9966885873655822,0.12155029407329213,0.8812064149741767,0.19133688025341772,0.0032042824868583975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
